id,question,language,category,label,pred,response_time,n_docs_retrieved,hallucination_flag,faithfulness,answer_relevancy,context_utilization,answer_preview
Q100,Quins son els signes de deshidratacio en lactants?,Catalan,answerable,1,1,7.972193002700806,5,0,0.8571428571428571,0.5569076382236887,0.99999999998,"Els signes de deshidratació en lactants inclouen una boca seca o pegada, orina menys freqüent, poca o cap llàgrima quan plora, vertigen o somnolència. Aquests símptomes poden ser indicadors que el seu"
Q095,Quins son els simptomes de la varicella en nens?,Catalan,answerable,1,1,7.308025598526001,5,0,0.9166666666666666,0.8681162871695053,0.8041666666465626,"Els símptomes de la varicella en nens comencen amb una febre, mal de cap, estómac o gola, i després apareix una erupció cutània itiosa que pot semblar a pujols o picadures d'insectes. La erupció té tr"
Q139,Com s'apren a tocar la guitarra?,Catalan,not_answerable,0,0,2.925560474395752,0,0,,,,"No sé què és el que estàs preguntant, però si estàs buscant informació sobre vacunes o medicaments per a tu fill, et recomanaria consultar amb un professional de la salut. No puc proporcionar cap info"
Q140,Que es el canvi climatic?,Catalan,not_answerable,0,0,2.6500682830810547,0,0,,,,No sé què és el canvi climàtic. La seva pregunta està fora del meu coneixement com a assistent pediàtric.
Q097,Quan cal anar al metge per febre en un infant?,Catalan,answerable,1,1,6.061755657196045,5,0,0.8,0.5827570339851733,0.94999999997625,"Si el seu infant té una temperatura alta, refús del menjar, vòmits repetits o sembla molt irritat, cal anar immediatament al metge. Aquests símptomes poden ser senyals d'una febre que necessita atenci"
Q096,Com es tracta una otitis en un bebe?,Catalan,answerable,1,1,7.189668893814087,5,0,0.75,0.8617516174161601,0.9999999999666667,"Si su bebé tiene una otitis, es posible que no necesite antibióticos inmediatos, ya que muchos casos de otitis media pueden ser tratados con un enfoque 'espera-y-ver' y medicina para aliviar el dolor."
Q138,Qui va guanyar l'ultim Mundial de futbol?,Catalan,not_answerable,0,0,6.765216827392578,0,0,,,,"No puc ajudar-te amb aquesta pregunta, ja que és una pregunta de futbol. Si vols saber alguna cosa relacionada amb la salut dels infants, estic aquí per ajudar-te."
Q099,Com es preve la grip en nadons?,Catalan,answerable,1,1,9.870229721069336,5,0,0.75,0.8522238749546147,0.8055555555287036,"Per prevenir la grip en els nadons, cal seguir les mateixes mesures que per prevenir-la en adults: rentar les mans sovint i bé, evitar contactes estrets amb els nadons quan estem malalts, no compartir"
Q137,Com es fa una paella?,Catalan,not_answerable,0,0,2.4290711879730225,0,0,,,,"No puc respondre aquesta pregunta perquè és fora de l'àmbit dels assistents pediàtrics. Si vols saber com fer una paella, et recomano buscar una receta en un llibre de cuina o en una web de receptes."
Q098,Que es la meningitis en nens i quins signes te?,Catalan,answerable,1,1,12.374184131622314,5,0,1.0,0.6715039449907539,0.999999999975,"La méningite est une inflammation des membranes qui recouvrent le cerveau et la moelle épinière. Les symptômes peuvent varier en fonction de l'âge du enfant et de la cause de la méningite, mais les pl"
Q001,What is the MMR vaccine and what diseases does it protect against?,English,answerable,1,1,5.070212364196777,5,0,1.0,0.9652442881766843,0.9166666666361111,"The MMR vaccine is a shot that protects your child against three serious diseases: measles, mumps, and rubella (German measles). Most children who get the MMR vaccine will be protected from these thre"
Q006,At what age is the HPV vaccine recommended?,English,answerable,1,1,5.65575098991394,5,0,1.0,0.9231525694507394,0.999999999975,"The HPV vaccine is recommended for girls and boys starting at age 9, with a series of shots given over a period of time. For kids aged 11-12, it's typically given in 2 shots over a 6- to 12-month peri"
Q037,What is Lyme disease?,English,answerable,1,1,3.7680840492248535,5,0,1.0,0.8025646788365849,0.9999999999,"Lyme disease is an infection caused by a type of bacteria spread through the bite of an infected tick. It can lead to problems with the skin, heart, brain, and joints if left untreated. Treatment with"
Q046,When should parents call a doctor for a sick child?,English,answerable,1,1,6.1127026081085205,5,0,,0.8883362668763283,0.99999999998,"When your child is sick, you should call a doctor if they have symptoms such as fever, vomiting, diarrhea that lasts longer than 2 hours, low blood sugar, high blood sugar levels that don't come down "
Q014,How is mumps transmitted?,English,answerable,1,1,5.0690696239471436,5,0,1.0,0.9999999999999993,0.9999999999,"Mumps is transmitted through tiny drops of fluid when someone with the virus sneezes, coughs, talks, or laughs, as well as through contact with objects they use. Someone with mumps can spread the dise"
Q105,How do I learn Python programming?,English,not_answerable,0,0,5.379626274108887,0,0,,,,"I don't know how you can learn Python programming based on this conversation as it's not related to pediatric or health-related topics. I'm here to help with questions about your child's health, vacci"
Q034,What is food poisoning?,English,answerable,1,1,6.251396417617798,5,0,1.0,0.8516466593091586,0.9166666666361111,"Food poisoning is an illness caused by eating or drinking something contaminated with germs, such as bacteria or viruses. These germs release toxins that can cause symptoms like diarrhea and vomiting,"
Q049,What is scarlet fever?,English,answerable,1,1,7.972280740737915,5,0,1.0,0.9999999999999997,0.99999999995,"Scarlet fever is an illness that can happen in kids, usually between 5-15 years old, who also have strep throat or strep skin infections. It's caused by the strep bacteria making a toxin that causes a"
Q013,What are symptoms of measles in children?,English,answerable,1,1,7.9586546421051025,5,0,1.0,0.8987030767235508,0.9166666666361111,"The first symptoms of a measles infection in children are usually a cough, runny nose, fever, and red eyes. Kids also may have Koplik's spots (small red spots with blue-white centers) inside the mouth"
Q108,How do I fix a leaking faucet?,English,not_answerable,0,0,0.677335262298584,0,0,,,,I don't know
Q119,Comment apprendre a jouer de la guitare?,French,not_answerable,0,0,1.5121538639068604,0,0,,,,"Je suis désolé, mais je ne peux pas répondre à votre question car elle n'est pas liée à la santé ou aux soins pour enfants."
Q117,Comment faire une bonne baguette?,French,not_answerable,0,0,1.552959680557251,0,0,,,,"Je suis désolé, mais je ne peux pas vous aider avec votre question car elle concerne la cuisine et non la santé ou les soins pédiatriques."
Q066,Quels sont les symptomes de la varicelle chez l'enfant?,French,answerable,1,1,9.057512998580933,5,0,0.75,0.766794139483559,0.8874999999778125,"Les symptômes de la varicelle chez l'enfant incluent une fièvre, des maux de tête, une gorge sèche, des nausées et vomissements, ainsi qu'une éruption cutanée itchy qui peut se propager sur tout le co"
Q116,Quelle est la capitale de l'Allemagne?,French,not_answerable,0,0,5.550927400588989,0,0,,,,"Je suis désolé, mais je ne peux pas vous aider à trouver la capitale de l'Allemagne car cela n'est pas lié aux soins pédiatriques ou à la santé."
Q071,A quel age commencer la vaccination contre la rougeole?,French,answerable,1,1,6.149944305419922,5,0,1.0,0.6436374238672731,0.999999999975,"L'enfant doit commencer la vaccination contre la rougeole entre 12 et 15 mois d'âge. Cependant, si l'enfant voyage à l'étranger, il peut recevoir le vaccin dès 6 mois d'âge, mais il devrait toujours o"
Q068,Quand faut-il consulter un medecin pour de la fievre chez l'enfant?,French,answerable,1,1,6.4967992305755615,5,0,0.8888888888888888,0.6632826619250075,0.99999999998,"Il est recommandé de consulter un médecin si votre enfant présente une température élevée avec tremblements, des douleurs abdominales ou des difficultés respiratoires. Vous devriez également appeler u"
Q067,Comment traiter une otite chez un bebe?,French,answerable,1,1,11.430819511413574,5,0,0.75,0.4660655142738244,0.9166666666361111,"Pour traiter une otite chez un bébé, il est essentiel de suivre les instructions du médecin concernant l'utilisation des gouttes d'oreille et des antibiotiques, si nécessaire. Il est également importa"
Q120,Qu'est-ce que l'intelligence artificielle?,French,not_answerable,0,0,2.101356029510498,0,0,,,,"Je suis désolée, mais je ne peux pas répondre à votre question car elle est hors de mon domaine d'expertise en tant que technicien pédiatrique. L'intelligence artificielle n'a aucun rapport avec la sa"
Q070,Comment prevenir la grippe chez les enfants?,French,answerable,1,1,12.675309658050537,5,0,0.8,0.5527276897105309,0.8874999999778125,"Pour prévenir la grippe chez les enfants, il est essentiel de se laver les mains régulièrement avec du savon et de l'eau chaude pendant au moins 20 secondes, surtout après avoir utilisé les toilettes "
Q073,Comment traiter la gastro-enterite chez le nourrisson?,French,answerable,1,1,12.770789623260498,5,0,1.0,0.9999999999999999,0.8874999999778125,"Pour traiter la gastro-enterite chez le nourrisson, il est important de suivre les conseils du docteur. Si le docteur prescrit des antibiotiques, donnez-les comme indiqué. Vous pouvez donner de l'acét"
Q124,Wie lernt man Gitarre spielen?,German,not_answerable,0,0,1.3982515335083008,0,0,,,,"Ich kann diese Frage nicht beantworten, da sie nicht medizinisch oder pädiatrisch ist."
Q123,Wer hat die letzte Weltmeisterschaft gewonnen?,German,not_answerable,0,0,1.7247064113616943,0,0,,,,"Ich kann diese Frage leider nicht beantworten, da sie nicht zu den Themen gehört, die ich als Fachmann für pädiatrische Assistenz behandeln kann."
Q074,Welche Impfungen braucht ein Neugeborenes?,German,answerable,1,1,7.129848957061768,5,0,1.0,0.37669452744564824,0.99999999998,"Ein Neugeborenes benötigt mehrere Impfstoffe, um gegen verschiedene Krankheiten geschützt zu sein. Zu den empfohlenen Impfungen gehören Hepatitis B (HepB), das in einer Serie von drei Schütteln über e"
Q122,Wie macht man einen guten Kuchen?,German,not_answerable,0,0,59.257577657699585,0,0,,,,"Ich bin leider nicht in der Lage, Ihnen bei dieser Frage zu helfen, da sie nicht mit Gesundheit oder Kindern zusammenhängt."
Q079,Wie wird eine Bronchiolitis bei Babys behandelt?,German,answerable,1,1,8.56519603729248,5,0,0.8,0.7389491709787365,0.999999999975,"Bei Babys wird Bronchiolitis normalerweise nicht durch Antibiotika behandelt, da es ein Virus ist. Stattdessen sollten Eltern ihre Kinder dazu bringen, viel zu trinken und ihnen viel Ruhe zu geben. Es"
Q076,Wie behandelt man Fieber bei Sauglingen?,German,answerable,1,1,12.581509351730347,5,0,0.75,0.36776616948729934,0.9166666666361111,"Bei Sauglingen sollte man vorsichtig sein, wenn es um die Behandlung von Fieber geht, da sie noch sehr empfindlich sind. Es ist wichtig, dass sie genügend Flüssigkeit zu sich nehmen, wie z.B. Brustmil"
Q075,Was sind die Symptome einer Mittelohrentzundung bei Kindern?,German,answerable,1,1,5.758570194244385,5,0,1.0,0.61221085556298,0.8333333332916666,"Die Symptome einer Mittelohrentzündung bei Kindern umfassen Ohrenschmerzen, Fieber, Schwierigkeiten beim Essen, Trinken oder Schlafen und in einigen Fällen sogar das Ziehen am Ohr. Es ist wichtig zu b"
Q125,Was ist der Klimawandel?,German,not_answerable,0,0,19.544894695281982,0,0,,,,"Ich entschuldige mich, aber ich kann keine Antwort auf Ihre Frage geben, da es sich um ein Thema handelt, das nicht direkt mit Gesundheit oder Kindern zusammenhängt. Der Klimawandel ist ein wissenscha"
Q078,Welche Anzeichen deuten auf Meningitis bei Kindern hin?,German,answerable,1,1,9.325321197509766,5,0,0.8333333333333334,0.6968061124148206,0.99999999998,"Die Anzeichen, die auf Meningitis bei Kindern hinweisen, können verschiedene sein, je nach Alter des Kindes und dem zugrunde liegenden Ursache. Bei Infizierten kann es zu Fieber, Kopfschmerzen, Nacken"
Q121,Was ist die Hauptstadt von Italien?,German,not_answerable,0,0,2.1700563430786133,0,0,,,,"Ich kann diese Frage nicht beantworten, da sie nichts mit Gesundheit oder Pädiatrie zu tun hat."
Q129,Come si impara a suonare la chitarra?,Italian,not_answerable,0,0,23.979056119918823,0,0,,,,"Mi dispiace, ma la mia esperienza come assistente pediatrice non mi consente di fornire informazioni sulla musica o sull'apprendimento di strumenti musicali. La mia area di competenza è limitata alla "
Q128,Chi ha vinto l'ultimo Campionato del Mondo?,Italian,not_answerable,0,0,17.165255069732666,0,0,,,,"Mi dispiace, ma questa domanda è off-topic per un assistente pediatrico. Se hai altre domande relative alla salute o ai vaccini dei tuoi figli, sarò felice di aiutarti."
Q081,Quali sono i sintomi dell'otite nei bambini?,Italian,answerable,1,1,6.476810693740845,5,0,1.0,0.4964349272041512,0.9999999999,"I sintomi dell'otite nei bambini includono dolore all'orecchio, febbre, difficoltà a mangiare, bere o dormire. I bambini più giovani possono solo tirare l'orecchio o essere più irritabili del solito."
Q127,Come si prepara la pasta al pomodoro?,Italian,not_answerable,0,0,5.349025011062622,0,0,,,,"Lo siento, pero esta pregunta parece ser sobre cocina y no está relacionada con pediatría o salud infantil. Si necesitas información sobre cómo cuidar a un niño o sobre temas de salud infantil, estaré"
Q086,Quali sono i segni di disidratazione nei lattanti?,Italian,answerable,1,1,8.237624168395996,5,0,0.7142857142857143,0.35919096180017274,0.99999999998,"I segni di disidratazione nei lattanti includono una bocca secca o appiccicosa, urinazione inferiore al normale, lacrimazione ridotta o assente quando il bambino piange, vertigine o sonnolenza. È impo"
Q083,Quando bisogna portare un bambino dal medico per la febbre?,Italian,answerable,1,1,13.410487174987793,5,0,0.8333333333333334,0.5079840141351335,0.99999999998,"Se il tuo bambino ha una temperatura alta e si sente male, è importante portarlo dal medico. In particolare, se il suo corpo sembra 'suoare' o 'bruciare', oppure se presenta sintomi come vomito ripetu"
Q082,Come si tratta la varicella nei bambini?,Italian,answerable,1,0,10.485605001449585,5,0,,,,"Per trattare la varicella nei bambini, il medico potrebbe prescrivere un antivirale se l'infezione è grave o se il bambino ha un sistema immunitario debole. In generale, per alleviare i sintomi come l"
Q130,Cos'e il cambiamento climatico?,Italian,not_answerable,0,0,3.5444068908691406,0,0,,,,"Mi dispiace, ma non sono in grado di fornire una risposta specifica alla tua domanda sul cambiamento climatico. La tua domanda sembra essere più legata alle scienze ambientali che alla salute dei bamb"
Q085,Come si previene l'influenza nei neonati?,Italian,answerable,1,1,9.518564939498901,5,0,1.0,0.632837817204642,0.9999999999,"Per prevenire l'influenza nei neonati, è importante farli vaccinare contro il virus dell'influenza a partire dai 6 mesi di età. Inoltre, si consiglia di lavare spesso le mani e di evitare contatti str"
Q126,Qual e la capitale della Francia?,Italian,not_answerable,0,0,6.066397190093994,0,0,,,,"Mi dispiace, ma la domanda sembra essere fuori tema. Se desidera informazioni sulla salute dei bambini o sui vaccini, sarò felice di aiutarla."
Q134,Como aprender a tocar guitarra?,Portuguese,not_answerable,0,0,1.9413120746612549,0,0,,,,"Infelizmente, não posso ajudar com essa pergunta pois está fora do meu campo de especialização em assistência pediátrica."
Q133,Quem ganhou a ultima Copa do Mundo?,Portuguese,not_answerable,0,0,23.11141085624695,0,0,,,,"Não sei responder à sua pergunta, pois não há informações suficientes sobre o assunto. A minha especialidade é em cuidados pediátricos e não tenho conhecimento sobre eventos esportivos como a Copa do "
Q088,Quais sao os sintomas da varicela em criancas?,Portuguese,answerable,1,1,18.96314811706543,5,0,0.75,0.6993472309421647,0.699999999965,"Os sintomas da varicela em crianças geralmente começam com febre, dor de cabeça, falta de apetite e tosse. Em seguida, uma erupção cutânea itchosa aparece, que pode afetar quase todo o corpo. A erupçã"
Q132,Como se faz uma boa feijoada?,Portuguese,not_answerable,0,0,2.155956983566284,0,0,,,,"Infelizmente, não posso ajudar com essa pergunta pois ela não está relacionada à saúde ou cuidados infantis."
Q093,Quais sao os sinais de desidratacao em bebes?,Portuguese,answerable,1,1,6.251138925552368,5,0,1.0,0.4335602444200312,0.99999999998,"Os sinais de desidratação em bebês incluem uma boca seca ou pegajosa, urinação menos frequente, falta de lágrimas ao chorar e tontura. É importante monitorar esses sinais e consultar um médico se você"
Q090,Quando devo levar meu filho ao medico por febre?,Portuguese,answerable,1,1,7.734532117843628,5,0,0.3333333333333333,0.8509574640446945,0.99999999998,"Seu filho deve ser levado ao médico imediatamente se tiver febre alta, especialmente se estiver acompanhada de dor de cabeça, dor de barriga ou dificuldade para beber líquidos. Se seu filho for um beb"
Q089,Como tratar uma otite em bebes?,Portuguese,answerable,1,1,40.99715065956116,5,0,0.8,0.7543643525082547,0.4777777777618519,"Seu bebê pode precisar de antibióticos dependendo do tipo e da gravidade da otite, bem como da frequência das infecções e da idade do seu filho. Se o médico decidir que os antibióticos são necessários"
Q135,O que e inteligencia artificial?,Portuguese,not_answerable,0,0,3.258418560028076,0,0,,,,"Lo siento, pero no tengo información sobre inteligencia artificial en este contexto. La pregunta parece ser más bien una pregunta general sobre tecnología y no específicamente relacionada con pediatrí"
Q092,Como prevenir a gripe em recem-nascidos?,Portuguese,answerable,1,1,8.961591958999634,5,0,1.0,0.44490116780492767,0.7499999999625,"A vacina contra a gripe é uma das principais medidas para prevenir a doença em recém-nascidos. Além disso, é importante manter as mãos limpas e evitar contato próximo com o bebê se estiver doente. Out"
Q131,Qual e a capital do Brasil?,Portuguese,not_answerable,0,0,3.7139031887054443,0,0,,,,"Infelizmente, não sei responder a essa pergunta pois ela não está relacionada à saúde infantil ou vacinas."
Q051,?Que es la fiebre en bebes y cuando es peligrosa?,Spanish,answerable,1,1,10.370548248291016,5,0,,0.40773654549064503,0.6791666666496875,"La fiebre en bebés se define como una temperatura corporal de 100,4°F (38°C) o mayor. La mayoría de las febrículas están causadas por infecciones y ayudan a combatir los gérmenes. Sin embargo, hay alg"
Q113,?Cual es el mejor equipo de futbol del mundo?,Spanish,not_answerable,0,0,3.682847261428833,0,0,,,,"Lo siento, pero esta pregunta no es relevante para mi área de especialización en salud y cuidado pediátrico. Si necesitas información sobre vacunas, medicamentos o consejos para el cuidado de tu hijo,"
Q111,?Cual es la capital de Espana?,Spanish,not_answerable,0,0,3.183347225189209,0,0,,,,"Lo siento, pero mi área de especialización es la asistencia a niños y no tengo conocimiento sobre geografía. La respuesta a tu pregunta sería que la capital de España es Madrid."
Q052,?Cuales son los sintomas de la meningitis en ninos?,Spanish,answerable,1,1,43.27394652366638,5,0,,0.7391859730742103,0.9999999999666667,"Los síntomas de la meningitis en niños pueden variar dependiendo de la edad del niño y la causa de la enfermedad. Sin embargo, algunos de los síntomas más comunes incluyen fiebre, dolor de cabeza, rig"
Q059,?Como se contagia la gripe en ninos?,Spanish,answerable,1,1,9.18760871887207,5,0,1.0,0.5955858702516925,0.999999999975,"La gripe en niños se contagia fácilmente a través del contacto cercano y el aire, incluso antes de que aparezcan los síntomas. Los virus se propagan cuando una persona infectada tose o estornuda y lib"
Q056,?Como se trata una otitis en ninos?,Spanish,answerable,1,1,8.760658740997314,5,0,0.75,0.7149270628714398,0.94999999997625,"Para tratar una otitis en niños, puede ser necesario recetar antibióticos si la infección es grave. Si la infección es leve, el doctor puede adoptar un 'enfoque esperar-y-ver' y darle al niño medicina"
Q062,?Cuales son los sintomas de la escarlatina?,Spanish,answerable,1,1,10.887871742248535,5,0,1.0,0.3650719328671139,0.9999999999666667,"Los síntomas de la escarlatina incluyen una erupción roja y bultosa que comienza en el cuello, cara o pecho y se extiende al tronco, brazos y piernas. También hay una garganta roja y dolorosa, fiebre,"
Q054,?Cuando debo llevar a mi hijo al medico por una infeccion?,Spanish,answerable,1,1,8.299209833145142,5,0,0.75,0.9813442494880167,0.99999999998,"Si tu hijo tiene una infección, debes llevarlo al médico si presenta síntomas como fiebre, dolor de garganta o bultos en el cuello. También es importante buscar atención médica de emergencia si nota d"
Q114,?Como puedo aprender a tocar la guitarra?,Spanish,not_answerable,0,0,4.5967793464660645,0,0,,,,"Lo siento, pero como asistente pediátrico, no puedo ayudarte con preguntas sobre música o instrumentos musicales. Si necesitas información sobre cómo cuidar a tu bebé o sobre vacunas y medicamentos pa"
Q112,?Como se prepara una tortilla de patatas?,Spanish,not_answerable,0,0,60.360331535339355,0,0,,,,"Lo siento, pero no puedo ayudar con esta pregunta ya que es sobre cocina y no está relacionada con la salud infantil o pediátrica. Si necesitas información sobre cuidado infantil o salud, estaré encan"
